player_id,series_id,game_id,agent,agent_role,kills,deaths,assists,fk,fd,clutches,aces,adr,points
18,14,31,Jett,Duelist,14.0,16.0,1.0,4.0,3.0,0,0,141.0,25.6
41,14,31,Viper,Controller,7.0,14.0,6.0,1.0,3.0,1,0,95.0,13.5
40,14,31,Gekko,Initiator,6.0,16.0,5.0,1.0,0.0,0,0,70.0,9.5
26,14,31,Killjoy,Sentinel,5.0,17.0,2.0,1.0,2.0,0,0,69.0,4.4
3,14,31,Killjoy,Sentinel,20.0,9.0,2.0,2.0,3.0,1,0,209.0,40.400000000000006
31,14,31,Sova,Initiator,17.0,9.0,3.0,1.0,0.0,0,0,183.0,34.3
2,14,31,Gekko,Initiator,12.0,8.0,9.0,1.0,2.0,0,0,124.0,24.9
28,14,31,Viper,Controller,12.0,11.0,2.0,3.0,1.0,0,0,116.0,24.1
5,14,31,Jett,Duelist,15.0,12.0,1.0,1.0,4.0,0,0,126.0,20.1
18,14,32,Jett,Duelist,15.0,16.0,5.0,4.0,4.0,0,0,155.0,29.0
26,14,32,Viper,Controller,12.0,16.0,8.0,1.0,0.0,1,0,111.0,23.1
40,14,32,Raze,Duelist,13.0,16.0,4.0,3.0,4.0,0,0,129.0,21.9
41,14,32,Omen,Controller,7.0,14.0,6.0,0.0,2.0,1,0,79.0,10.9
47,14,32,Skye,Initiator,7.0,16.0,3.0,1.0,0.0,0,0,65.0,9.0
31,14,32,Fade,Initiator,26.0,5.0,6.0,2.0,0.0,3,0,201.0,56.6
28,14,32,Viper,Controller,15.0,13.0,10.0,4.0,4.0,0,0,154.0,32.9
3,14,32,Breach,Initiator,13.0,12.0,16.0,1.0,0.0,0,0,133.0,30.3
2,14,32,Raze,Duelist,12.0,12.0,6.0,3.0,4.0,0,0,117.0,22.700000000000003
5,14,32,Astra,Controller,12.0,13.0,8.0,0.0,1.0,0,0,123.0,20.8
46,17,39,Omen,Controller,18.0,16.0,15.0,4.0,1.0,2,0,146.0,43.1
12,17,39,Cypher,Sentinel,15.0,18.0,5.0,2.0,1.0,0,0,99.0,21.4
29,17,39,Fade,Initiator,17.0,21.0,6.0,4.0,2.0,0,0,142.0,29.700000000000003
54,17,39,Raze,Duelist,13.0,19.0,3.0,3.0,5.0,0,0,111.0,17.1
50,17,39,Breach,Initiator,8.0,17.0,10.0,0.0,2.0,0,0,68.0,9.3
4,17,39,Fade,Initiator,23.0,14.0,8.0,5.0,1.0,0,0,164.0,45.400000000000006
52,17,39,Cypher,Sentinel,22.0,16.0,5.0,1.0,3.0,0,0,162.0,31.7
38,17,39,Omen,Controller,18.0,12.0,11.0,1.0,1.0,0,0,112.0,29.700000000000003
13,17,39,Breach,Initiator,16.0,14.0,15.0,0.0,4.0,0,0,133.0,25.8
27,17,39,Neon,Duelist,12.0,15.0,9.0,4.0,4.0,0,0,107.0,23.700000000000003
29,17,40,Sova,Initiator,17.0,14.0,3.0,4.0,2.0,0,0,170.0,34.5
54,17,40,Harbor,Controller,10.0,16.0,9.0,2.0,1.0,0,0,101.0,19.6
12,17,40,Killjoy,Sentinel,11.0,16.0,2.0,2.0,1.0,0,0,105.0,17.5
50,17,40,Kayo,Unknown,9.0,17.0,8.0,2.0,3.0,0,0,91.0,14.6
46,17,40,Omen,Controller,10.0,18.0,0.0,1.0,1.0,0,0,89.0,10.9
27,17,40,Jett,Duelist,25.0,12.0,3.0,4.0,5.0,0,0,230.0,46.5
52,17,40,Killjoy,Sentinel,20.0,11.0,2.0,1.0,2.0,1,0,159.0,33.4
38,17,40,Viper,Controller,16.0,10.0,3.0,1.0,2.0,1,0,134.0,27.9
13,17,40,Harbor,Controller,15.0,13.0,6.0,1.0,1.0,0,0,136.0,26.1
4,17,40,Sova,Initiator,5.0,11.0,5.0,1.0,1.0,1,0,66.0,11.600000000000001
26,18,41,Cypher,Sentinel,24.0,16.0,1.0,2.0,3.0,1,0,175.0,37.0
40,18,41,Breach,Initiator,15.0,17.0,9.0,0.0,1.0,1,0,114.0,23.4
47,18,41,Gekko,Initiator,16.0,19.0,7.0,2.0,3.0,0,0,120.0,23.0
18,18,41,Raze,Duelist,12.0,19.0,5.0,3.0,6.0,0,0,136.0,18.6
41,18,41,Omen,Controller,9.0,19.0,2.0,3.0,0.0,1,0,80.0,16.5
10,18,41,Omen,Controller,23.0,14.0,10.0,2.0,0.0,0,0,172.0,42.2
32,18,41,Cypher,Sentinel,23.0,14.0,5.0,4.0,3.0,0,0,184.0,41.900000000000006
57,18,41,Kayo,Unknown,18.0,17.0,19.0,4.0,1.0,0,0,142.0,40.2
44,18,41,Jett,Duelist,19.0,18.0,8.0,3.0,5.0,0,0,167.0,31.7
45,18,41,Sova,Initiator,7.0,13.0,6.0,0.0,1.0,1,0,76.0,12.100000000000001
26,18,42,Killjoy,Sentinel,18.0,15.0,3.0,4.0,1.0,1,0,159.0,36.9
47,18,42,Sova,Initiator,15.0,17.0,6.0,2.0,4.0,1,0,139.0,25.4
18,18,42,Jett,Duelist,15.0,17.0,0.0,2.0,3.0,1,0,117.0,21.200000000000003
41,18,42,Viper,Controller,8.0,15.0,5.0,1.0,1.0,0,0,84.0,12.4
40,18,42,Gekko,Initiator,6.0,17.0,2.0,0.0,2.0,0,0,67.0,3.2
10,18,42,Viper,Controller,24.0,12.0,6.0,2.0,1.0,0,0,215.0,45.5
44,18,42,Jett,Duelist,19.0,12.0,2.0,5.0,0.0,0,0,161.0,40.1
45,18,42,Sova,Initiator,16.0,13.0,4.0,1.0,1.0,0,0,151.0,27.6
32,18,42,Killjoy,Sentinel,12.0,12.0,5.0,3.0,4.0,1,0,129.0,25.4
57,18,42,Sage,Sentinel,10.0,13.0,3.0,0.0,3.0,0,0,90.0,11.0
7,19,43,Kayo,Unknown,15.0,7.0,10.0,0.0,1.0,0,0,132.0,28.700000000000003
23,19,43,Jett,Duelist,14.0,8.0,2.0,3.0,4.0,0,0,159.0,28.9
49,19,43,Omen,Controller,14.0,7.0,7.0,2.0,1.0,0,0,149.0,31.9
8,19,43,Cypher,Sentinel,13.0,10.0,4.0,2.0,0.0,0,0,109.0,24.9
30,19,43,Sova,Initiator,8.0,9.0,4.0,2.0,1.0,0,0,118.0,20.3
24,19,43,Kayo,Unknown,9.0,14.0,8.0,1.0,1.0,0,0,162.0,23.2
48,19,43,Sova,Initiator,8.0,11.0,1.0,0.0,1.0,0,0,83.0,10.3
56,19,43,Omen,Controller,10.0,14.0,3.0,2.0,3.0,0,0,134.0,18.9
42,19,43,Killjoy,Sentinel,6.0,10.0,1.0,2.0,0.0,0,0,68.0,12.3
16,19,43,Jett,Duelist,8.0,15.0,3.0,2.0,4.0,0,0,106.0,12.600000000000001
49,19,44,Viper,Controller,18.0,15.0,6.0,1.0,3.0,1,0,145.0,29.0
8,19,44,Killjoy,Sentinel,17.0,17.0,12.0,0.0,0.0,0,0,161.0,30.6
7,19,44,Kayo,Unknown,14.0,18.0,13.0,1.0,1.0,1,0,135.0,28.0
30,19,44,Sova,Initiator,13.0,17.0,8.0,1.0,3.0,0,0,113.0,18.8
23,19,44,Jett,Duelist,16.0,21.0,3.0,8.0,5.0,0,0,121.0,30.1
16,19,44,Reyna,Duelist,33.0,17.0,4.0,7.0,2.0,0,0,234.0,61.900000000000006
56,19,44,Viper,Controller,18.0,13.0,8.0,3.0,4.0,2,0,133.0,34.8
42,19,44,Killjoy,Sentinel,13.0,16.0,4.0,1.0,1.0,1,0,128.0,22.8
24,19,44,Gekko,Initiator,16.0,15.0,5.0,1.0,4.0,1,0,120.0,23.0
48,19,44,Sova,Initiator,8.0,17.0,9.0,0.0,0.0,0,0,85.0,12.5
49,19,45,Omen,Controller,24.0,18.0,16.0,4.0,1.0,0,0,160.0,46.0
7,19,45,Breach,Initiator,16.0,16.0,10.0,1.0,2.0,1,0,118.0,26.8
8,19,45,Cypher,Sentinel,15.0,21.0,12.0,5.0,2.0,0,0,120.0,30.5
23,19,45,Neon,Duelist,18.0,17.0,5.0,4.0,4.0,0,0,119.0,27.9
30,19,45,Fade,Initiator,16.0,16.0,10.0,0.0,3.0,0,0,101.0,20.1
56,19,45,Omen,Controller,21.0,19.0,9.0,3.0,3.0,0,0,164.0,35.400000000000006
16,19,45,Raze,Duelist,23.0,20.0,3.0,4.0,4.0,0,0,165.0,35.0
42,19,45,Cypher,Sentinel,17.0,15.0,5.0,3.0,1.0,1,0,117.0,30.700000000000003
48,19,45,Clove,Controller,21.0,19.0,6.0,2.0,4.0,0,0,133.0,27.8
24,19,45,Skye,Initiator,6.0,16.0,9.0,0.0,2.0,0,0,57.0,6.2
6,20,46,Fade,Initiator,15.0,18.0,10.0,0.0,1.0,0,0,118.0,21.8
35,20,46,Neon,Duelist,20.0,19.0,7.0,5.0,7.0,0,0,156.0,32.6
51,20,46,Omen,Controller,19.0,16.0,6.0,1.0,2.0,0,0,129.0,26.9
15,20,46,Breach,Initiator,12.0,17.0,8.0,1.0,2.0,0,0,91.0,16.6
1,20,46,Cypher,Sentinel,11.0,16.0,4.0,1.0,3.0,2,0,104.0,18.4
31,20,46,Fade,Initiator,20.0,15.0,10.0,1.0,0.0,1,0,159.0,37.4
2,20,46,Raze,Duelist,20.0,16.0,10.0,5.0,2.0,1,0,173.0,44.3
3,20,46,Killjoy,Sentinel,16.0,17.0,4.0,2.0,2.0,0,0,132.0,24.700000000000003
28,20,46,Viper,Controller,12.0,14.0,6.0,2.0,3.0,0,0,116.0,20.6
5,20,46,Omen,Controller,18.0,15.0,5.0,5.0,1.0,0,0,109.0,32.9
15,20,47,Skye,Initiator,19.0,16.0,11.0,2.0,3.0,1,0,143.0,33.8
51,20,47,Omen,Controller,19.0,14.0,6.0,2.0,1.0,0,0,149.0,32.9
6,20,47,Gekko,Initiator,14.0,14.0,9.0,2.0,1.0,0,0,109.0,25.4
1,20,47,Brimstone,Controller,17.0,17.0,13.0,3.0,1.0,1,0,125.0,34.5
35,20,47,Raze,Duelist,15.0,19.0,4.0,4.0,4.0,0,0,145.0,26.0
31,20,47,Fade,Initiator,18.0,17.0,15.0,1.0,0.0,0,0,165.0,35.5
28,20,47,Viper,Controller,24.0,17.0,8.0,1.0,5.0,0,0,164.0,32.900000000000006
5,20,47,Brimstone,Controller,13.0,15.0,9.0,0.0,1.0,2,0,93.0,22.3
2,20,47,Raze,Duelist,14.0,17.0,5.0,6.0,7.0,0,0,110.0,24.0
3,20,47,Gekko,Initiator,11.0,18.0,14.0,2.0,0.0,0,0,87.0,21.700000000000003
6,20,48,Sova,Initiator,20.0,14.0,5.0,2.0,0.0,1,0,155.0,37.0
51,20,48,Omen,Controller,15.0,16.0,7.0,2.0,3.0,0,0,130.0,24.5
15,20,48,Kayo,Unknown,15.0,18.0,8.0,2.0,1.0,0,0,136.0,26.6
1,20,48,Cypher,Sentinel,6.0,17.0,2.0,1.0,4.0,0,0,105.0,7.0
35,20,48,Jett,Duelist,6.0,19.0,5.0,0.0,5.0,0,0,97.0,3.700000000000001
5,20,48,Jett,Duelist,25.0,13.0,1.0,7.0,2.0,0,0,199.0,50.900000000000006
31,20,48,Sova,Initiator,19.0,9.0,5.0,2.0,1.0,0,0,161.0,36.1
2,20,48,Kayo,Unknown,14.0,13.0,24.0,2.0,1.0,1,0,132.0,37.7
28,20,48,Omen,Controller,14.0,12.0,12.0,1.0,1.0,0,0,137.0,28.700000000000003
3,20,48,Killjoy,Sentinel,12.0,15.0,6.0,1.0,2.0,0,0,138.0,21.3
